errorGroups.id,insertId,labels.INSTANCE_UID,labels.LOG_BUCKET_NUM,labels.PROJECT_NUMBER,labels.SOURCE_ID,"'labels.""commit-sha""","'labels.""gcb-build-id""","'labels.""gcb-trigger-id""","'labels.""gcb-trigger-region""",labels.instanceId,"'labels.""managed-by""",logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.database_id,resource.labels.location,resource.labels.project_id,resource.labels.region,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,textPayload,timestamp
"'[""CPWDqLSKh4CnuAE""]",69ff4367000c0749fcbe232e,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d9b73169ff604812053f87de95a221ace9c964b61015bd1b8f1152c5f229aad231df4c0821d7e7a97f88c43df546f666b27f2bd08616e52b10bf5bf56a5736e721ce5dbb734a8f14,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:23:36.101491567Z","'scalpyn-worker-micro",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-micro-00030-fmd","'scalpyn-worker-micro",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/app/app/tasks/collect_market_data.py"", line 739, in _inner
    await db.execute(text(""""""
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/ext/asyncio/session.py"", line 449, in execute
    result = await greenlet_spawn(
             ^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 203, in greenlet_spawn
    result = context.switch(value)
             ^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/orm/session.py"", line 2351, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/orm/session.py"", line 2258, in _execute_internal
    result = conn.execute(
             ^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1419, in execute
    return meth(
           ^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/sql/elements.py"", line 527, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1641, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1846, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1986, in _exec_single_context
    self._handle_dbapi_exception(
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 2366, in _handle_dbapi_exception
    raise exc_info[1].with_traceback(exc_info[2])
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 952, in do_execute
    cursor.execute(statement, parameters)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 585, in execute
    self._adapt_connection.await_(
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 563, in _prepare_and_execute
    self._handle_exception(error)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 513, in _handle_exception
    self._adapt_connection._handle_exception(error)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 799, in _handle_exception
    raise error
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 550, in _prepare_and_execute
    self._rows = deque(await prepared_stmt.fetch(*parameters))
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/prepared_stmt.py"", line 177, in fetch
    data = await self.__bind_execute(args, 0, timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/prepared_stmt.py"", line 268, in __bind_execute
    data, status, _ = await self.__do_execute(
                      ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/prepared_stmt.py"", line 257, in __do_execute
    return await executor(protocol)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""asyncpg/protocol/protocol.pyx"", line 205, in bind_execute","'2026-05-09T14:23:35.788297Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d3b7;b=611034922472440d996701ab4475db58;m=5f2b46e014;t=6516341d71ff4;x=70457f491de9debc-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:24:04.764250197Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:23:35.756 UTC [694370]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  canceling statement due to user request","'2026-05-09T14:23:35.757115Z"
"'[""CO_VkqfAtsnbSg""]",69ff432a0004c365e7a6fcbf,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d9b73169ff604812053f87de95a221ace9c964b61015bd1b8f1152c5f229aad231df4c0821d7e7a97f88c43df546f666b27f2bd08616e52b10bf5bf56a5736e721ce5dbb734a8f14,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:22:34.409900066Z","'scalpyn-worker-micro",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-micro-00030-fmd","'scalpyn-worker-micro",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/celery/app/trace.py"", line 585, in trace_task
    R = retval = fun(*args, **kwargs)
                 ^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/celery/app/trace.py"", line 858, in __protected_call__
    return self.run(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/app/app/tasks/collect_market_data.py"", line 1072, in collect_5m
    count = _run_async(_collect_5m_async())
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/app/app/tasks/collect_market_data.py"", line 19, in _run_async
    return loop.run_until_complete(coro)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 678, in run_until_complete
    self.run_forever()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 645, in run_forever
    self._run_once()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 1961, in _run_once
    event_list = self._selector.select(timeout)
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/selectors.py"", line 468, in select
    fd_event_list = self._selector.poll(timeout, max_ev)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/billiard/pool.py"", line 228, in soft_timeout_sighandler
    raise SoftTimeLimitExceeded()
billiard.exceptions.SoftTimeLimitExceeded: SoftTimeLimitExceeded()","'2026-05-09T14:22:34.312165Z"
"'[""CIaUi4fY3-nCJw""]",69ff43260004a6faf8e777d9,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d92363905c012875fa615ed930a6c45b16c44c1f49812b439dcdd54d64a6564fcb890e07250a770489e75bd7e46fcdfcc02948d90ae77e838f08b91a698ae991465593dd5f676b740a0f,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:22:30.409418784Z","'scalpyn-worker-structural",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-structural-00036-849","'scalpyn-worker-structural",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/pool/base.py"", line 373, in _close_connection
    self._dialect.do_terminate(connection)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1127, in do_terminate
    dbapi_connection.terminate()
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/connectors/asyncio.py"", line 402, in terminate
    self.await_(asyncio.shield(self._terminate_graceful_close()))  # type: ignore[attr-defined] # noqa: E501
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 912, in _terminate_graceful_close
    await self._connection.close(timeout=2)
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1513, in close
    await self._protocol.close(timeout)
  File ""asyncpg/protocol/protocol.pyx"", line 617, in close
  File ""asyncpg/protocol/protocol.pyx"", line 650, in asyncpg.protocol.protocol.BaseProtocol._request_cancel
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1682, in _cancel_current_command
    self._cancellations.add(self._loop.create_task(self._cancel(waiter)))
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 455, in create_task
    self._check_closed()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 545, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed","'2026-05-09T14:22:30.304890Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d2fa;b=611034922472440d996701ab4475db58;m=5f27ab78d5;t=651633e3bb8b6;x=9ef5d50977f50170-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:22:31.606515716Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:22:29.224 UTC [693980]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  canceling statement due to user request","'2026-05-09T14:22:29.224466Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d24d;b=611034922472440d996701ab4475db58;m=5f24046004;t=651633a949fe5;x=e870bd2eb94359af-0@a9","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:22:28.716086132Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:22:27.976 UTC [694221]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  canceling statement due to user request","'2026-05-09T14:22:27.976996Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d141;b=611034922472440d996701ab4475db58;m=5f1e056a9e;t=651633495aa7f;x=5b6b1290039c8d15-0@ae","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:20:32.210643664Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:20:28.362 UTC [693691]: [6-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:20:28.362868Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d141;b=611034922472440d996701ab4475db58;m=5f1e056a9e;t=651633495aa7f;x=5b6b1290039c8d15-0@a9","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:20:32.210643664Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:20:04.812 UTC [693691]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:20:04.813086Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d078;b=611034922472440d996701ab4475db58;m=5f1b753a36;t=6516332057a17;x=98717819e1a4388e-0@a7","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:19:46.580378854Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:19:25.098 UTC [693893]: [36-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:19:25.098983Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d078;b=611034922472440d996701ab4475db58;m=5f1b753a36;t=6516332057a17;x=98717819e1a4388e-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:19:46.580378854Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:19:08.043 UTC [693893]: [31-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:19:08.043563Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d045;b=611034922472440d996701ab4475db58;m=5f1aff2b6a;t=65163318f6b4a;x=7c5272c388209d3e-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:19:05.473161817Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:19:03.094 UTC [693893]: [26-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:19:03.094544Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52cf73;b=611034922472440d996701ab4475db58;m=5f195ef005;t=651632fef2fe6;x=8969601ee2f2b902-0@ae","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:19:02.469579873Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:18:55.357 UTC [693893]: [21-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:18:55.357564Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52cf73;b=611034922472440d996701ab4475db58;m=5f195ef005;t=651632fef2fe6;x=8969601ee2f2b902-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:19:02.469579873Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:18:34.725 UTC [693893]: [16-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:18:34.725533Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52ceb6;b=611034922472440d996701ab4475db58;m=5f1654bd5d;t=651632ce4fd3d;x=862ea0fc6f1b5961-0@aa","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:18:19.495091466Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:18:11.522 UTC [693893]: [11-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:18:11.522193Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52ce4b;b=611034922472440d996701ab4475db58;m=5f14632b0d;t=651632af36aee;x=d687f36a8adde3a2-0@af","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:17:43.042825026Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:17:37.079 UTC [693893]: [6-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:17:37.079579Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52ce4b;b=611034922472440d996701ab4475db58;m=5f14632b0d;t=651632af36aee;x=d687f36a8adde3a2-0@aa","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:17:43.042825026Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:17:31.228 UTC [693893]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:17:31.228726Z"
"'[""CIaUi4fY3-nCJw""]",69ff41e1000df0499f1e9447,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d92363905c012875fa615ed930a6c45b16c44c1f49812b439dcdd54d64a6564fcb890e07250a770489e75bd7e46fcdfcc02948d90ae77e838f08b91a698ae991465593dd5f676b740a0f,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:17:06.045626839Z","'scalpyn-worker-structural",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-structural-00036-849","'scalpyn-worker-structural",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/pool/base.py"", line 373, in _close_connection
    self._dialect.do_terminate(connection)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1127, in do_terminate
    dbapi_connection.terminate()
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/connectors/asyncio.py"", line 402, in terminate
    self.await_(asyncio.shield(self._terminate_graceful_close()))  # type: ignore[attr-defined] # noqa: E501
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 912, in _terminate_graceful_close
    await self._connection.close(timeout=2)
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1513, in close
    await self._protocol.close(timeout)
  File ""asyncpg/protocol/protocol.pyx"", line 617, in close
  File ""asyncpg/protocol/protocol.pyx"", line 650, in asyncpg.protocol.protocol.BaseProtocol._request_cancel
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1682, in _cancel_current_command
    self._cancellations.add(self._loop.create_task(self._cancel(waiter)))
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 455, in create_task
    self._check_closed()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 545, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed","'2026-05-09T14:17:05.913481Z"
"'[""CIaUi4fY3-nCJw""]",69ff41e10009bb78fcb57fc9,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d92363905c012875fa615ed930a6c45b16c44c1f49812b439dcdd54d64a6564fcb890e07250a770489e75bd7e46fcdfcc02948d90ae77e838f08b91a698ae991465593dd5f676b740a0f,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:17:05.714194858Z","'scalpyn-worker-structural",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-structural-00036-849","'scalpyn-worker-structural",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/pool/base.py"", line 373, in _close_connection
    self._dialect.do_terminate(connection)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1127, in do_terminate
    dbapi_connection.terminate()
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/connectors/asyncio.py"", line 402, in terminate
    self.await_(asyncio.shield(self._terminate_graceful_close()))  # type: ignore[attr-defined] # noqa: E501
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 912, in _terminate_graceful_close
    await self._connection.close(timeout=2)
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1513, in close
    await self._protocol.close(timeout)
  File ""asyncpg/protocol/protocol.pyx"", line 617, in close
  File ""asyncpg/protocol/protocol.pyx"", line 650, in asyncpg.protocol.protocol.BaseProtocol._request_cancel
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1682, in _cancel_current_command
    self._cancellations.add(self._loop.create_task(self._cancel(waiter)))
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 455, in create_task
    self._check_closed()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 545, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed","'2026-05-09T14:17:05.637816Z"
"'[""CIaUi4fY3-nCJw""]",69ff41e10009b64714fa2222,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d92363905c012875fa615ed930a6c45b16c44c1f49812b439dcdd54d64a6564fcb890e07250a770489e75bd7e46fcdfcc02948d90ae77e838f08b91a698ae991465593dd5f676b740a0f,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:17:05.714194858Z","'scalpyn-worker-structural",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-structural-00036-849","'scalpyn-worker-structural",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/pool/base.py"", line 373, in _close_connection
    self._dialect.do_terminate(connection)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1127, in do_terminate
    dbapi_connection.terminate()
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/connectors/asyncio.py"", line 402, in terminate
    self.await_(asyncio.shield(self._terminate_graceful_close()))  # type: ignore[attr-defined] # noqa: E501
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 912, in _terminate_graceful_close
    await self._connection.close(timeout=2)
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1513, in close
    await self._protocol.close(timeout)
  File ""asyncpg/protocol/protocol.pyx"", line 617, in close
  File ""asyncpg/protocol/protocol.pyx"", line 650, in asyncpg.protocol.protocol.BaseProtocol._request_cancel
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1682, in _cancel_current_command
    self._cancellations.add(self._loop.create_task(self._cancel(waiter)))
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 455, in create_task
    self._check_closed()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 545, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed","'2026-05-09T14:17:05.636487Z"
